jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
Lafayette Parish,http://lafayette.lavns.org,White,Male,44,35-44,4,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,20,18-24,124,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,37,35-44,0,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,28,25-34,441,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Female,32,25-34,202,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,44,35-44,92,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,36,35-44,210,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,54,45-54,11,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,23,18-24,136,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,40,35-44,35,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,47,45-54,53,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,44,35-44,4,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Female,33,25-34,255,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,20,18-24,109,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,39,35-44,417,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,45,45-54,345,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,37,35-44,433,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,20,18-24,131,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,36,35-44,52,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,37,35-44,11,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,24,18-24,53,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,28,25-34,459,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,50,45-54,8,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,43,35-44,675,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,57,55+,70,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,69,55+,42,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Female,32,25-34,2,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,26,25-34,543,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,39,35-44,178,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,57,55+,7,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,31,25-34,15,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,1,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,47,45-54,74,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,28,25-34,115,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,24,18-24,335,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,38,35-44,24,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,34,25-34,9,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,52,45-54,111,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,37,35-44,1,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Female,42,35-44,12,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,55,55+,39,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,34,25-34,291,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,22,18-24,96,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,24,18-24,471,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,28,25-34,148,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,23,18-24,10,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,44,35-44,52,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,29,25-34,842,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,52,45-54,137,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,31,25-34,142,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,37,35-44,75,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,33,25-34,109,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,33,25-34,108,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,39,35-44,8,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,51,45-54,203,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,29,25-34,109,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,26,25-34,20,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,37,35-44,44,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Female,22,18-24,33,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,NA,Male,35,35-44,149,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,43,35-44,24,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,31,25-34,84,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,37,35-44,4,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,30,25-34,38,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,36,35-44,525,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,27,25-34,179,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,55,55+,89,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,40,35-44,179,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,31,25-34,273,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,73,55+,24,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,17,Under 18,277,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,31,25-34,109,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,35,35-44,70,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,64,55+,29,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,23,18-24,103,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Female,32,25-34,10,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,22,18-24,255,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,48,45-54,24,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,21,18-24,565,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,43,35-44,492,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,28,25-34,28,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,23,18-24,296,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,23,18-24,272,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,40,35-44,721,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Female,25,25-34,305,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,22,18-24,39,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,26,25-34,95,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,26,25-34,25,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,21,18-24,53,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,20,18-24,43,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,36,35-44,109,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,42,35-44,45,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,28,25-34,22,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,31,25-34,13,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,White,Male,34,25-34,373,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,11,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,28,25-34,398,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,40,35-44,29,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,24,18-24,14,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,35,35-44,661,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,22,18-24,250,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,36,35-44,32,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,34,25-34,67,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,1490,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,40,35-44,184,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,34,25-34,326,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,35,35-44,22,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,32,25-34,640,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,24,18-24,4,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,25,25-34,203,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,352,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,51,45-54,11,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,39,35-44,11,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,44,35-44,163,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,23,18-24,108,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,28,25-34,66,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,40,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Female,26,25-34,1,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,29,25-34,773,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,25,25-34,22,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,19,18-24,2633,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,42,35-44,177,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,47,45-54,21,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Female,22,18-24,4,2025-06-13
Lafayette Parish,http://lafayette.lavns.org,Black,Male,43,35-44,44,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,53,45-54,403,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,94,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,37,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,223,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,751,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,631,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,55,55+,327,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,26,25-34,134,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,17,Under 18,224,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,92,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,209,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,47,45-54,130,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,35,35-44,95,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,63,55+,52,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,20,18-24,46,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,21,18-24,15,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,181,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,23,18-24,548,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,74,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,32,25-34,28,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,34,25-34,58,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,22,18-24,1543,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,27,25-34,2809,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,39,35-44,167,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,130,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,53,45-54,262,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,107,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,59,55+,1821,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,18,18-24,431,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,35,35-44,1435,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,211,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,166,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,309,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,51,45-54,672,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,36,35-44,213,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,33,25-34,216,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,42,35-44,386,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,46,45-54,5,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,42,35-44,213,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,26,25-34,871,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,22,18-24,53,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,39,35-44,420,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,23,18-24,1549,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,570,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,15,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,600,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,330,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,72,55+,6,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,330,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,22,18-24,709,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,62,55+,106,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,59,55+,85,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,1558,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,17,Under 18,140,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,650,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,50,45-54,112,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,60,55+,4,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,413,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,127,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,24,18-24,69,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,33,25-34,524,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,15,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,19,18-24,4,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,67,55+,58,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,29,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,592,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,40,35-44,1016,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,79,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,621,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,55,55+,17,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,52,45-54,590,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,26,25-34,338,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,21,18-24,1342,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,62,55+,150,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,33,25-34,8,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,208,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,23,18-24,78,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,139,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,40,35-44,1691,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,87,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,34,25-34,1,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,American Indian/Alaska Native,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,49,45-54,79,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,39,35-44,90,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,25,25-34,493,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,1234,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,17,Under 18,276,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,53,45-54,291,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,35,35-44,89,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,46,45-54,26,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,121,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,40,35-44,116,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,19,18-24,94,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,26,25-34,241,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,26,25-34,625,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,46,45-54,651,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,39,35-44,31,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,296,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,59,55+,585,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,63,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,44,35-44,177,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,388,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,25,25-34,770,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,24,18-24,39,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,23,18-24,63,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,48,45-54,10,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,69,55+,35,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,499,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,63,55+,1324,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,46,45-54,66,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,680,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,17,Under 18,135,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,19,18-24,1126,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,40,35-44,119,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,21,18-24,161,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,29,25-34,78,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,41,35-44,79,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,228,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,24,18-24,987,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,56,55+,100,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,43,35-44,121,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,27,25-34,8,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,43,35-44,466,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,34,25-34,476,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,37,35-44,661,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,18,18-24,1628,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,24,18-24,40,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,40,35-44,154,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,57,55+,270,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,46,45-54,760,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,29,25-34,659,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,39,35-44,10,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,50,45-54,245,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,325,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,45,45-54,6769,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,30,25-34,200,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,47,45-54,184,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,4,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Female,38,35-44,99,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,30,25-34,93,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,48,45-54,470,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,254,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,31,25-34,368,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,36,35-44,460,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,38,35-44,638,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,106,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,598,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,27,25-34,264,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,18,18-24,435,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,28,25-34,29,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,34,25-34,148,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,41,35-44,24,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,41,35-44,1697,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,31,25-34,113,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Female,35,35-44,159,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,60,55+,116,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,37,35-44,390,2025-06-13
Lafourche Parish,http://lafourche.lavns.org,White,Male,44,35-44,137,2025-06-13
