jail,source_url,race,gender,arrest_age,age_category,time_since_arrested,scraped_at
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,135,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,248,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,28,25-34,558,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,19,18-24,924,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,82,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,37,35-44,36,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,23,18-24,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,43,35-44,123,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,19,18-24,114,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,51,45-54,1426,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,19,18-24,66,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,341,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,36,35-44,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,43,35-44,74,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,410,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,55,55+,135,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,35,35-44,79,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,22,18-24,355,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,917,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,319,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,1334,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,108,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,26,25-34,162,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,21,18-24,96,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,67,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,53,45-54,264,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,43,35-44,79,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,3,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,58,55+,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,382,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,3,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,284,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,39,35-44,225,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,543,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,54,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,23,18-24,119,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,250,2025-06-13
Webster Parish,http://webster.lavns.org,Asian/PacificIslander,Male,39,35-44,255,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,121,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,251,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,45,45-54,53,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,249,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,425,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,225,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,37,35-44,223,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,41,35-44,221,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,465,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,313,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,367,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,189,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,897,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,33,25-34,130,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,36,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,25,25-34,382,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,39,35-44,1092,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,37,35-44,89,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,425,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,34,25-34,768,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,59,55+,179,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,66,55+,295,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,66,55+,598,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,52,45-54,15,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,312,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,528,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,407,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,20,18-24,253,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,123,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,38,35-44,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,161,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,50,45-54,25,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,53,45-54,347,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,35,35-44,57,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,38,35-44,250,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,33,25-34,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,55,55+,639,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,22,18-24,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,54,45-54,299,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,39,35-44,562,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,233,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,32,25-34,302,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,42,35-44,734,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,44,35-44,150,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,50,45-54,22,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,17,Under 18,29,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,221,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,34,25-34,26,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,64,55+,347,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,39,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,44,35-44,13,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,373,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,59,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,71,55+,51,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,40,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,42,35-44,96,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,53,45-54,131,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,4,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,40,35-44,120,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,NA,NA,NA,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,444,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,46,45-54,128,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,36,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,156,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,35,35-44,57,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,488,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,28,25-34,43,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,66,55+,40,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,382,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,52,45-54,355,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,225,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,82,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,12,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,61,55+,9,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,29,25-34,64,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,35,35-44,123,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,352,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,53,45-54,133,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,38,35-44,341,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,435,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,61,55+,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,25,25-34,5735,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,8,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,75,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,32,25-34,169,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,26,25-34,161,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,487,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,24,18-24,251,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,397,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,34,25-34,341,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,25,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,104,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,36,35-44,74,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,110,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,26,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,397,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,487,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,278,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,110,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,878,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,28,25-34,59,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,39,35-44,264,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,22,18-24,179,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,74,55+,40,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,422,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,56,55+,99,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,341,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,82,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,26,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,137,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,661,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,109,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,741,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,39,35-44,75,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,48,45-54,1102,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,38,35-44,299,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,284,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,45,45-54,59,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,221,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,31,25-34,84,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,27,25-34,388,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,19,18-24,339,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,284,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,22,18-24,397,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,54,45-54,26,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,44,35-44,415,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,351,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,27,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,36,35-44,379,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,12,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,41,35-44,128,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,306,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,33,25-34,221,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,181,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,140,2025-06-13
Webster Parish,http://webster.lavns.org,Unknown,Male,53,45-54,134,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,45,45-54,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,36,35-44,740,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,74,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,29,25-34,698,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,33,25-34,285,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,49,45-54,119,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,86,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,96,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,24,18-24,71,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,30,25-34,119,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,53,45-54,192,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,18,18-24,9,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,29,25-34,63,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,42,35-44,236,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,32,25-34,471,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,54,45-54,250,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,46,45-54,136,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,28,25-34,782,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,49,45-54,425,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,37,35-44,385,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,48,45-54,64,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,28,25-34,110,2025-06-13
Webster Parish,http://webster.lavns.org,White,Female,27,25-34,1487,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,29,25-34,26,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,37,35-44,299,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,38,35-44,175,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Female,37,35-44,37,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,57,55+,597,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,45,45-54,511,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,40,35-44,275,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,48,45-54,36,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,27,25-34,236,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,62,55+,109,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,165,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,43,35-44,61,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,25,25-34,49,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,21,18-24,149,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,18,18-24,27,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,55,55+,338,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,299,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,26,25-34,64,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,20,18-24,429,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,286,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,23,18-24,108,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,32,25-34,108,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,30,25-34,1145,2025-06-13
Webster Parish,http://webster.lavns.org,White,Male,31,25-34,438,2025-06-13
Webster Parish,http://webster.lavns.org,Black,Male,29,25-34,302,2025-06-13
